study_hours_per_week,books_read_year,extracurricular_participation,sleep_hours_per_night,junk_food_consumption_per_week,commute_time_to_school_min,study_hours_with_assistance,sport,anxiety_level_test,final_grade
16.441887742242326,63,No,6.127843131147146,0,11,58,Volleyball,3,53.08
14.205270561028653,66,Yes,10.66487533935709,0,8,31,Soccer,4,64.95
16.286571938685,28,No,10.594455270553656,5,19,44,Football,2,58.49
16.36786575142599,14,No,6.202965792973368,2,9,53,Volleyball,4,38.89
21.767204637678145,15,No,9.844704245488956,13,17,23,Swimming,2,52.98
21.738794799254528,63,Yes,9.376299029742858,5,5,30,Soccer,3,91.65
19.886152635314865,87,Yes,7.788191719759692,7,8,25,Volleyball,0,62.6
5.391431396697524,40,No,5.611639621432235,19,1,21,Football,3,20.46
19.843019140021244,16,No,11.10914544715269,14,8,36,Baseball,0,74.97
6.7641560168260595,75,Yes,9.422809474454677,16,17,38,Basketball,3,71.38
5.0454314518306065,83,No,5.351943399026998,8,16,10,Soccer,3,24.65
37.30582869364671,88,Yes,9.638418758726885,15,19,47,Swimming,0,100.0
24.19800052590817,60,No,9.93146975661584,0,14,32,Baseball,4,79.66
26.37960232498337,86,Yes,11.095042280968325,15,5,58,Baseball,1,85.17
16.07174681333455,1,Yes,5.782714041935479,18,3,55,Athletics,3,40.61
36.359235676594565,10,Yes,11.910032843307253,8,3,48,Athletics,0,80.68
25.51721958318662,9,No,5.22714738021537,16,13,54,Swimming,2,50.38
30.7667947809435,71,No,8.805511134876664,5,7,59,Football,1,79.61
14.742498761108553,6,Yes,9.257412042187827,13,8,38,Cheerleading,4,35.64
38.40047523276502,49,Yes,7.351623162126884,17,17,60,Soccer,4,76.97
32.8184516063326,47,No,7.800301670163092,20,14,60,Volleyball,4,79.2
34.157938520581745,31,Yes,11.127280773777098,13,4,15,Athletics,0,79.75
6.887770697030171,87,No,9.162193837323695,6,3,35,Football,2,39.57
10.83852831484878,17,Yes,7.97600766587749,9,16,13,Basketball,4,47.47
11.425063987343083,35,Yes,5.0267964994681975,15,19,44,Swimming,3,45.99
10.836368929874848,77,No,4.058701001785077,6,3,49,Volleyball,3,50.97
34.21632648417152,3,No,4.999748945214668,19,19,56,Baseball,0,60.76
1.2753918083436844,67,Yes,11.649476539812042,5,8,42,Football,2,41.04
3.043999559230972,81,No,10.112694263930646,5,18,32,Soccer,4,60.18
10.956594825196149,93,Yes,11.736930620081981,6,15,17,Volleyball,2,81.23
7.994918985977746,87,No,4.285669677665375,16,18,15,Volleyball,4,68.22
9.274384555313935,31,Yes,9.441763230869114,7,12,34,Basketball,4,58.67
31.917727570132,58,No,4.354348211227344,1,3,54,Basketball,1,77.23
22.525063755681877,7,No,10.256451750950585,18,1,49,Basketball,2,72.5
0.23082645171871974,25,Yes,7.047601381881554,20,12,54,Swimming,4,26.56
17.17291062816781,9,Yes,4.766122880851959,6,1,51,Soccer,3,41.87
16.315397074014356,31,Yes,8.544373134300123,11,4,19,Basketball,2,54.86
4.557810777781741,87,Yes,6.240961572811105,19,4,18,Soccer,4,43.28
27.045671544058287,34,Yes,9.276591534974548,2,8,34,Swimming,0,94.29
28.08388753517964,56,Yes,9.265398076110323,3,11,19,Soccer,1,71.91
28.835728762083907,43,No,9.640059792966023,10,18,18,Athletics,2,57.01
29.13883782234368,45,Yes,11.939720630222073,11,18,23,Swimming,4,79.66
0.0021130772918720453,96,Yes,7.093581679579243,18,19,8,Volleyball,2,50.5
38.15683215386889,29,Yes,7.722523795880807,18,15,40,Basketball,2,80.68
32.56835068218652,62,Yes,10.436893608202727,10,18,31,Soccer,0,88.3
36.159267863571415,42,No,8.626960184175083,12,15,21,Basketball,2,63.1
0.6257318122973654,6,Yes,4.298057685502397,0,18,12,Athletics,2,1.41
37.354351831429575,48,Yes,10.744628162078852,5,2,34,Volleyball,1,82.67
32.39154114752419,81,No,4.411989455504328,15,19,42,Soccer,0,89.51
33.48876571834794,9,No,5.366561091934274,1,4,60,Soccer,3,48.21
3.7314953888787405,6,Yes,4.816639735793498,13,11,19,Basketball,3,13.37
29.551121156743907,15,No,4.6234170630489615,17,10,9,Cheerleading,0,55.85
38.39666758568364,76,Yes,4.205479002437682,16,11,49,Basketball,1,82.34
27.141893656726424,72,No,4.440221711778939,19,14,21,Football,1,72.72
22.822456184984258,56,No,7.53951351343048,17,10,35,Volleyball,0,70.34
37.82518710995988,46,No,6.022818159860911,18,13,54,Cheerleading,1,97.39
17.71748486937744,88,No,5.01229506735055,14,10,10,Volleyball,4,62.44
23.97174265241915,76,No,9.269644341812208,1,0,15,Volleyball,2,54.18
19.053531739774648,81,Yes,5.808895285074068,3,12,13,Football,0,63.68
37.313848854411965,81,Yes,4.151593242758476,0,11,22,Football,4,89.76
3.0433890706202904,64,No,7.3473582701386215,7,11,16,Soccer,0,49.52
20.044788033013926,45,No,6.483463935826441,19,0,25,Football,2,52.11
27.478097655417532,86,No,6.548835450771942,13,9,50,Volleyball,3,81.86
31.676261536889477,92,Yes,7.562160225452492,10,17,11,Football,0,91.34
23.320745897765455,2,Yes,9.351311417874221,13,6,12,Baseball,3,62.44
36.35670976485816,5,Yes,8.931832960303952,15,8,39,Baseball,1,72.55
37.67965787535487,95,No,11.498092878311004,9,2,38,Soccer,3,89.69
2.5727689277433408,27,Yes,8.141733330420172,6,9,31,Football,0,5.56
16.094821581654976,87,No,7.780559277800577,15,7,36,Football,4,70.36
0.9383608688461775,38,No,5.707315481735176,3,17,47,Athletics,4,26.5
13.176666294977718,11,No,10.043050310785254,11,0,39,Basketball,4,47.12
21.474728718824085,8,No,5.126206209714278,11,19,32,Football,3,43.89
36.431797220397954,15,Yes,7.929063118563873,1,11,12,Basketball,2,59.7
33.862172898616116,24,Yes,7.370577587099556,5,10,60,Athletics,1,70.0
5.099989066879429,48,No,9.266407027235225,19,17,20,Basketball,3,39.44
3.721214989635828,70,No,11.340971759653272,14,3,54,Basketball,0,41.49
23.570693550266682,98,No,11.57276473198578,14,4,30,Basketball,1,91.3
21.284718898351308,44,No,5.342394137305267,15,17,45,Cheerleading,4,52.42
10.655105657200954,51,No,6.0945377461374255,2,18,32,Athletics,1,47.89
35.978123382153406,52,No,10.493082559717653,0,16,29,Basketball,0,100.0
37.09465637846214,53,Yes,8.146238099593543,20,0,43,Cheerleading,2,97.14
16.104457533606507,51,Yes,7.624276546845855,11,13,37,Basketball,1,60.37
35.61210228454081,0,Yes,9.685003619045647,14,9,20,Baseball,0,63.67
15.357955770518906,0,No,8.815399620855775,18,16,25,Football,0,40.87
29.472673273188008,9,Yes,11.765712435370677,5,3,9,Volleyball,3,57.81
19.037688701908966,10,Yes,8.671797218306136,18,18,17,Football,4,40.98
4.9033262602873195,70,Yes,7.727790610778026,16,6,26,Football,4,51.39
37.11736804948086,20,Yes,8.342538896625406,8,6,60,Football,1,70.02
18.163863735101465,89,Yes,10.468318533575786,20,3,38,Basketball,1,100.0
29.379481612896146,92,No,8.901400454281767,12,0,48,Volleyball,3,97.05
14.686952577251686,97,No,9.17638473109374,14,6,45,Baseball,1,68.95
0.7552351430493864,93,No,11.771511040292737,15,2,60,Basketball,4,23.59
4.021214347673436,27,Yes,8.947163875403659,12,14,36,Baseball,3,17.76
19.848779179596974,50,No,7.042281986676318,1,15,41,Athletics,1,79.65
27.598574285054497,17,Yes,9.530608216102372,1,16,24,Football,2,62.92
13.389413063171162,80,No,9.275675175818492,10,0,43,Cheerleading,4,72.95
27.819538367106013,88,Yes,4.110781084051055,15,7,50,Volleyball,2,76.36
27.94542357727824,85,Yes,7.738634374286665,16,0,14,Baseball,0,76.6
28.157436293113236,43,No,9.943228823059194,2,10,34,Football,0,62.89
19.700874160820337,75,No,7.992331661769032,0,18,30,Soccer,0,50.46
36.59544600486016,9,Yes,10.236969087483114,17,8,15,Football,1,86.48
19.567860719224623,4,Yes,7.607069571420915,13,17,26,Cheerleading,2,52.43
18.010607739865527,75,No,11.866572781097886,8,18,37,Baseball,4,67.78
7.9752327604250794,42,No,6.3431327136311095,8,4,41,Basketball,1,14.27
12.30620349425346,99,Yes,4.736980865168588,11,0,23,Basketball,1,58.77
1.6933797007321338,9,No,7.4400944092327785,2,14,32,Basketball,3,23.94
25.34141174464681,85,No,8.333672198991351,1,11,50,Basketball,1,100.0
9.941429757083714,47,No,6.792749853459692,0,6,30,Cheerleading,3,52.35
12.166210179418604,82,No,5.938249280943672,8,7,59,Football,1,55.7
30.832580866572847,81,Yes,9.376469531083913,12,1,10,Basketball,1,85.69
13.088847326458154,91,Yes,7.017000798850017,20,17,23,Cheerleading,1,77.72
9.687835680525687,29,Yes,9.050948232805094,15,4,14,Volleyball,2,45.57
6.76230996534823,94,No,10.232571588790208,18,1,37,Football,0,60.59
30.994336087278235,15,Yes,10.08802102208019,9,15,19,Football,1,87.65
5.188250319601075,8,Yes,7.00247448508553,4,9,47,Basketball,3,26.5
18.15015041001414,43,No,8.543185831601399,13,15,58,Volleyball,1,65.22
20.277204643087778,82,No,7.597265795541939,14,18,19,Football,2,55.96
27.495596507428584,47,Yes,10.966442021677281,2,7,58,Cheerleading,4,74.8
25.331339293319818,82,Yes,11.030067838399994,8,1,44,Volleyball,2,94.29
32.428826917806994,72,No,6.749932663104294,0,5,19,Wrestling,3,81.15
1.790057357049526,20,No,4.733899583029846,0,1,46,Soccer,4,13.63
11.857628991175888,94,No,5.340659866592156,18,2,12,Volleyball,3,44.97
11.205364751015189,6,No,6.93601393704707,5,16,45,Soccer,3,40.23
5.840676223684329,89,No,8.513999638103925,10,18,54,Basketball,4,34.59
11.567130154257725,30,Yes,9.254296087715435,17,13,60,Cheerleading,4,56.84
12.390612565716136,50,Yes,6.650968370288002,13,14,10,Swimming,2,51.17
20.875378477099133,42,Yes,9.339992956991885,15,14,11,Cheerleading,2,65.85
26.548179157050242,17,Yes,11.501919869390047,0,2,59,Volleyball,2,72.38
15.244020544472562,35,No,9.216113017351603,9,0,50,Soccer,0,42.81
28.778809252535247,19,No,5.26852183555481,9,13,50,Basketball,2,58.15
13.446613543183199,20,Yes,8.63735130382102,12,0,48,Basketball,1,51.09
11.611347092590414,18,No,8.335164134135862,0,16,46,Football,0,41.52
21.647522234280974,48,Yes,10.965600887187366,2,11,42,Basketball,3,71.67
0.9486544122316243,79,Yes,6.802424441703795,13,2,51,Cheerleading,3,42.72
3.191564945360015,56,Yes,7.38356488045344,20,13,8,Swimming,4,39.4
16.718781743461083,89,Yes,8.78927244389195,15,12,49,Basketball,2,70.85
37.71650845567026,63,Yes,8.195402493936204,19,7,40,Basketball,1,77.0
28.860471193736945,68,Yes,9.752132739241393,5,16,58,Athletics,0,81.77
3.52506278002231,66,No,4.3231119272999665,0,6,57,Football,1,21.98
33.85272051123495,44,No,8.50812815365568,19,7,22,Basketball,0,77.88
29.29203082432724,68,Yes,4.973375144031002,4,13,51,Athletics,1,68.47
24.437861028106127,6,Yes,6.521671940157771,7,15,60,Volleyball,4,58.65
32.81171842436709,85,Yes,9.293014892259123,11,5,24,Swimming,0,100.0
16.164393909718285,77,No,5.259313604737422,0,0,54,Football,2,52.72
8.860042034154109,24,No,6.470734684037031,12,3,38,Basketball,3,34.48
20.480935564350375,76,No,9.624051862682496,8,5,30,Wrestling,0,66.42
21.953670223738953,1,Yes,9.20644194021467,19,18,52,Soccer,2,53.2
21.533054880396485,21,No,4.728317353677904,7,17,55,Baseball,2,59.87
22.602951659204212,6,Yes,8.618147947938592,12,13,22,Cheerleading,4,40.57
37.94819672956723,78,No,5.178035695349116,1,14,52,Baseball,1,81.56
36.08982492384926,75,Yes,6.018171029715941,14,12,12,Football,0,94.53
35.028681462357575,81,Yes,7.67369022908623,13,15,32,Football,2,94.39
32.05667243634509,0,Yes,4.874774586385513,18,7,11,Football,4,57.77
37.73712429061141,50,No,11.949175743348533,8,10,25,Volleyball,0,82.92
3.93978566717613,70,No,5.322956488432009,18,13,59,Football,3,39.93
10.60493045782958,15,No,10.250501027428836,13,9,47,Volleyball,3,38.15
19.802237826183394,64,Yes,10.6387107601858,7,15,50,Volleyball,0,80.1
33.86137972493621,8,Yes,11.955711759168011,4,18,16,Cheerleading,2,90.12
20.2066284609093,18,No,7.429225742818147,6,13,39,Volleyball,3,49.54
29.921389573663546,47,No,10.99275616111472,3,1,31,Cheerleading,0,92.56
5.558396209956649,65,Yes,11.660315512134808,7,12,48,Football,0,65.34
10.096552519062406,14,Yes,5.383153159157337,3,13,15,Volleyball,3,30.14
29.271043801506895,18,No,7.835488712476261,20,5,24,Football,0,79.38
6.589360355508962,20,Yes,4.480086550848702,0,6,56,Basketball,4,34.3
14.05423738619707,23,No,8.965792096193614,7,11,17,Football,1,57.47
10.594650312542857,22,No,8.65124925485253,6,14,40,Basketball,1,19.64
13.994467768899138,39,Yes,5.633010277305577,10,17,25,Basketball,4,54.45
28.332961963118812,65,No,10.383222071153009,20,15,13,Swimming,0,85.45
14.71388724571204,43,No,4.298149782108319,15,2,19,Basketball,3,34.79
22.21053290431761,77,Yes,10.449818593020456,16,6,56,Wrestling,1,66.55
3.997275082176386,71,No,4.213162329310939,4,2,56,Soccer,1,32.06
32.200707729385115,12,No,9.254630497090801,6,15,31,Athletics,1,71.09
14.795545025924994,4,Yes,4.63015611131921,9,5,40,Soccer,3,29.57
25.9413663613337,87,Yes,6.009804154498584,12,2,37,Football,2,72.32
29.015584066473306,7,No,9.775306794494686,19,1,23,Football,1,57.49
8.386436884468015,14,No,6.243238397003094,14,2,25,Basketball,0,21.59
35.386999398133995,2,Yes,8.089390789741877,5,4,38,Cheerleading,2,81.82
24.648970064278117,62,Yes,11.321986156160914,1,15,46,Basketball,0,74.45
17.14900567005926,58,No,4.397074832292627,3,4,26,Basketball,1,35.47
7.293407343128782,98,No,10.488638349885388,20,5,46,Lacrosse,2,68.82
37.692037516048266,88,No,4.522175988547916,13,17,60,Cheerleading,1,98.97
30.202728165265004,41,No,5.014358754693413,14,8,9,Volleyball,1,66.42
8.320982509329955,37,Yes,4.954552831113687,13,10,15,Basketball,3,25.9
13.50843098896898,29,Yes,11.95281826568581,3,0,57,Baseball,2,38.49
32.38697032352293,15,Yes,5.441490554652267,5,1,12,Volleyball,0,68.67
27.82710652861356,13,Yes,11.174094770050147,6,14,50,Baseball,0,78.14
30.631371708628976,13,No,11.927457303572433,12,6,42,Baseball,1,63.49
17.648044088517295,11,Yes,7.070278163298384,16,2,10,Volleyball,1,55.58
28.659050505686675,24,No,9.048388348229484,16,8,7,Cheerleading,1,51.73
15.459748914556549,30,No,10.2327300301089,3,0,35,Swimming,4,51.85
8.450516677527858,96,Yes,7.141160654689666,18,14,13,Volleyball,0,38.04
25.3070813936544,57,Yes,5.294513123982458,19,1,55,Basketball,4,60.14
39.04055702395177,98,No,7.4701019503404895,12,1,35,Football,3,84.01
12.424038855813183,37,Yes,10.175101160023557,8,8,20,Basketball,4,59.36
18.438783688501587,45,No,10.246102101987224,1,11,17,Athletics,2,64.08
26.960054842794143,32,No,5.844310337367307,19,15,55,Baseball,3,84.24
21.660251284899516,18,Yes,5.399725119125972,17,1,47,Football,1,54.11
33.73711182836197,14,No,11.364485616802797,19,6,48,Baseball,1,71.33
30.469708258780635,94,Yes,4.3519922444664845,16,5,13,Baseball,4,75.48
2.3318881544942816,98,Yes,9.877907806120696,6,14,42,Baseball,0,67.24
39.93684935695096,4,Yes,4.371371083574032,16,7,57,Basketball,0,99.8
30.09609814877869,15,No,10.703200406887902,9,12,51,Basketball,1,80.65
34.55613265176453,42,Yes,11.243318506688816,13,9,16,Football,0,92.69
26.047908483813856,18,No,6.379352993832792,11,11,60,Soccer,4,56.42
34.25140512187049,36,Yes,4.5914851481335806,11,7,11,Baseball,4,57.67
4.4953189971483765,12,No,7.845476290779429,16,4,37,Soccer,4,35.03
13.909513422372623,45,No,6.3877042939638145,18,1,58,Soccer,4,39.93
35.05683774417971,27,No,7.337089142483032,13,3,53,Basketball,0,63.2
8.066208450675688,35,No,9.31988362790944,16,3,44,Basketball,4,38.43
3.1296839432009094,9,No,5.678608287589736,14,18,52,Volleyball,0,9.04
31.524757597808758,42,Yes,6.855612556112691,20,18,45,Baseball,2,67.49
33.419446225731846,98,No,10.260499922341388,5,5,12,Cheerleading,0,93.42
6.506088727596024,32,Yes,9.150095599622574,18,2,25,Wrestling,4,21.78
34.17383931130862,87,Yes,6.610203929209909,19,5,33,Soccer,1,92.36
27.470711823886784,84,Yes,9.314412802079428,5,15,39,Cheerleading,0,92.32
20.803307328663358,95,Yes,10.122503383135733,5,17,21,Cheerleading,2,74.97
33.2100077112554,79,No,8.7398846476223,3,10,58,Cheerleading,1,100.0
16.76996997275863,65,Yes,5.915974660008068,0,10,20,Football,2,54.23
7.7597582489358885,85,Yes,4.0019623240959445,18,9,43,Athletics,4,37.82
11.394107064424546,7,Yes,10.422792855906252,10,3,55,Football,0,52.53
20.206560731732594,46,Yes,10.581068442529315,6,0,48,Baseball,3,70.05
21.25323170692703,98,Yes,9.580836011154897,1,12,17,Swimming,0,96.74
32.223233057649345,76,Yes,4.61264745094091,3,15,60,Baseball,1,100.0
31.654108946093377,96,No,8.68177830006437,5,14,13,Baseball,1,77.96
23.254662288182995,77,No,10.568165370172858,4,18,21,Swimming,0,100.0
31.231419334619055,87,No,7.117346560865325,20,16,15,Cheerleading,0,63.72
7.670938331746839,70,Yes,5.584005873762033,8,5,43,Swimming,2,34.33
2.0025810837317737,76,Yes,8.701018377931765,10,2,51,Wrestling,2,34.03
34.945352905388006,52,Yes,10.610453018407023,17,8,23,Soccer,1,100.0
3.022179750510783,92,No,4.3909596696565245,19,6,60,Athletics,3,44.46
9.867537189759892,82,Yes,8.775609737285887,16,14,15,Cheerleading,1,63.53
27.812757984975384,84,Yes,9.145390362714735,12,1,25,Baseball,1,64.29
16.377917505092366,67,No,8.818936314786237,16,18,35,Basketball,1,60.72
35.05255879662035,30,Yes,9.200269473896387,9,19,54,Basketball,3,100.0
11.919191786490781,3,No,9.051002460833235,17,1,27,Baseball,3,40.37
0.4748538667743718,93,Yes,5.043231079842792,16,8,16,Baseball,4,39.11
12.026225622429765,58,Yes,5.879494215591323,11,17,33,Basketball,4,63.16
23.123001967393265,29,Yes,8.951952042312081,14,3,34,Football,0,65.74
15.037535016131734,14,No,4.141545289094166,18,13,7,Football,4,28.95
21.39491023035021,82,Yes,9.077956149785955,14,14,9,Football,0,71.17
35.06392475340075,83,No,9.323092990280255,12,4,25,Football,1,99.55
36.49940216921474,81,Yes,5.913398078893268,6,0,50,Football,0,92.09
10.638962586164485,64,No,8.785062638025117,10,13,27,Swimming,2,53.28
18.48561893079603,36,Yes,8.272720485790117,7,12,18,Soccer,3,35.98
21.965760609658048,30,No,6.08553238522491,19,12,13,Football,4,52.02
37.964498275529884,0,No,7.703792094998037,15,3,23,Lacrosse,4,59.77
39.944692766575386,83,Yes,11.276996235297453,10,12,36,Soccer,3,100.0
9.416289953661066,8,No,7.412822243679063,4,10,11,Cheerleading,4,20.67
29.079194853832618,63,No,9.038753415036012,6,9,9,Athletics,4,71.44
15.121242489327805,50,No,4.282806568325554,15,15,13,Soccer,3,30.36
0.32432787544852903,52,Yes,4.62240090657679,15,7,47,Volleyball,4,37.33
0.3701008974360942,92,No,4.650464586426548,19,7,32,Basketball,0,40.86
18.42264030249023,3,Yes,10.225926109011564,16,10,31,Cheerleading,1,41.15
19.533396520173383,77,No,6.802055158427621,18,18,8,Athletics,2,55.97
0.9027878629377062,5,No,5.820893506926507,14,6,45,Athletics,4,21.56
27.4770966709721,3,No,9.978596547613781,14,8,20,Cheerleading,1,80.94
11.760135543798125,42,No,5.359680500449396,19,5,12,Cheerleading,3,44.48
22.395724061437974,6,Yes,5.971940200562245,20,13,54,Basketball,4,62.49
12.03676292661675,78,Yes,7.447451546160167,14,7,34,Volleyball,2,57.2
6.6853725947722875,52,No,6.651504552116906,2,13,47,Basketball,1,26.65
16.28694954395501,2,Yes,8.683137688293154,11,2,52,Swimming,3,45.31
9.29093459162003,4,Yes,6.702724952598781,5,5,60,Basketball,0,44.05
21.39203907676672,61,No,7.143613086871135,19,4,42,Wrestling,2,58.36
7.953141211459198,80,No,10.903092865995887,4,15,11,Baseball,4,53.19
20.336239065785083,43,No,11.07625151702402,10,1,40,Swimming,0,87.18
6.295140594754702,55,No,10.62168952650726,11,5,36,Basketball,4,63.54
26.8389883794314,79,No,10.918647461637061,6,10,12,Baseball,4,87.39
30.157507377656962,61,No,8.557829354712936,8,1,26,Basketball,2,91.19
4.415769369997351,22,Yes,9.16986571801107,17,0,28,Soccer,3,23.9
18.712096481493568,61,No,8.457385332439525,13,13,17,Basketball,2,68.69
2.8348680261949433,62,No,10.28470467242336,3,12,7,Football,3,43.68
23.927297821680096,73,No,8.408003886091553,7,0,50,Basketball,0,78.23
10.576171917185814,62,Yes,4.888615716406244,15,0,53,Volleyball,3,33.56
21.104978273548312,96,No,10.47664096365488,3,4,20,Soccer,0,65.73
20.698440375371646,19,Yes,10.084681365420291,18,18,7,Wrestling,3,54.83
36.97417384775201,95,Yes,10.562404762261004,5,13,58,Football,1,94.14
21.963328902748916,53,Yes,5.523435707118095,18,16,15,Cheerleading,1,54.3
23.319939188732626,67,No,6.172936421719736,14,15,31,Volleyball,1,91.15
16.06612503057521,9,Yes,6.36601357810824,11,19,27,Basketball,2,56.82
37.96318412731267,38,No,8.06464428948539,11,18,18,Volleyball,0,86.72
31.087436377584385,76,No,5.071016673307678,1,1,42,Basketball,3,83.21
11.416211612113663,70,No,7.083054026198939,8,0,58,Wrestling,2,56.65
33.76838343104928,4,No,5.457265288632237,2,9,36,Volleyball,4,59.75
17.2958544074036,54,Yes,6.118101704261892,0,5,60,Soccer,1,61.89
33.14668574134376,8,No,9.65110107646742,13,10,19,Swimming,0,79.47
32.91552273174008,99,Yes,10.838489250538249,12,1,56,Volleyball,1,100.0
7.5548074705141754,89,Yes,4.183246932777471,4,18,22,Basketball,0,65.84
28.045645255343075,2,No,8.527175706840003,6,15,21,Cheerleading,1,56.5
11.625718772261244,85,No,4.288478096498137,13,11,13,Football,0,40.74
11.899706799706728,91,Yes,4.681993960092402,15,9,55,Cheerleading,4,61.28
11.853923075223229,35,Yes,9.640672276912873,17,9,47,Football,1,48.81
29.022729902397927,71,No,9.884864852016932,13,12,27,Football,1,81.23
9.193041671701444,44,No,10.51184538538239,0,10,27,Football,1,56.81
0.03623340984360901,65,No,7.7939320941624395,5,9,52,Football,3,29.89
28.609474139305323,34,Yes,10.878459856129506,20,13,59,Soccer,1,68.34
6.847389753405011,32,No,5.334706333132995,9,15,39,Soccer,0,25.43
4.179295812313386,42,No,5.997731309080021,5,12,28,Soccer,3,22.15
9.500644823762405,14,No,5.076017180815771,1,7,8,Cheerleading,3,20.85
15.196020892908159,83,No,10.380298084655013,6,8,15,Wrestling,1,77.72
19.03625309892803,34,Yes,5.829400947092951,16,1,15,Basketball,3,44.86
1.7828016285052328,40,Yes,5.244089942066365,13,8,21,Soccer,4,30.28
38.822933305094416,89,No,8.98488550070445,6,15,24,Swimming,0,97.38
28.642522136782326,49,Yes,4.616656210885395,20,1,38,Basketball,2,69.69
12.927762612973446,54,No,4.35920221776138,8,3,58,Soccer,0,23.59
12.747890291415892,95,Yes,4.853741188419671,18,16,55,Volleyball,4,68.3
17.941701974738375,88,Yes,4.001927071897341,20,11,36,Soccer,0,62.75
25.04979291052132,16,No,9.57592123377434,10,13,9,Football,0,69.97
5.85492266355871,47,No,8.49788257371583,2,6,10,Volleyball,4,42.87
7.557192550598093,97,No,5.679000872301791,3,9,54,Volleyball,2,51.34
34.37738331334204,37,No,5.864039583820767,4,15,24,Cheerleading,2,73.13
10.250196955562902,37,Yes,10.487748787760317,3,17,26,Soccer,1,74.29
15.207799919007101,19,No,8.014560926882403,12,19,14,Volleyball,3,36.46
34.85087403800468,11,No,9.588226856653918,8,17,21,Baseball,4,77.74
26.5259131759929,74,No,7.6220436101993245,13,1,22,Lacrosse,1,79.0
13.668475173667535,77,No,5.901744208166338,15,6,29,Wrestling,2,39.04
27.34798182898483,96,No,11.763222405463255,5,14,43,Soccer,0,92.19
0.7873286152565484,77,No,8.52518050700318,9,8,25,Baseball,3,23.93
29.425706400454608,24,Yes,5.047855230143299,20,8,32,Volleyball,0,64.06
19.48064162064958,4,No,7.248720337471254,12,15,16,Baseball,1,27.17
32.52728589137845,98,Yes,6.6346992955752055,2,16,13,Basketball,0,98.31
38.18550608025873,34,No,5.712699748708171,10,15,27,Basketball,0,65.61
37.03154197978273,31,Yes,11.467519913922075,2,7,12,Volleyball,3,90.51
36.37060173821363,90,Yes,11.04735996367802,6,4,26,Lacrosse,2,91.59
20.486798237355487,58,Yes,5.593176932160931,9,7,54,Basketball,2,68.22
14.405684565557522,21,No,6.817183112444134,0,14,27,Football,1,39.89
18.60141298922691,88,Yes,10.098523133366573,3,7,19,Basketball,1,77.69
27.59584013253443,99,No,5.668048385121725,7,1,58,Volleyball,1,81.49
35.35991107484747,8,Yes,8.732518900833956,19,16,44,Basketball,4,83.0
8.279452120004782,86,No,9.598351536998532,16,1,60,Volleyball,4,48.04
36.72772633846812,39,No,9.23177860568613,4,19,25,Swimming,0,84.3
32.607209278795565,52,Yes,9.651269122204004,16,17,20,Cheerleading,1,84.09
39.15424060712938,91,No,9.653596712230105,8,19,26,Volleyball,1,100.0
35.21007093126749,97,Yes,11.718447358791426,7,16,54,Cheerleading,3,100.0
11.197493187676265,26,Yes,6.771991116162557,6,2,15,Basketball,3,34.43
4.238236453761908,21,No,11.028723395006717,4,8,19,Wrestling,3,17.59
4.489642879663545,8,Yes,4.174456500120854,3,18,44,Athletics,2,18.98
11.648932743131045,56,No,6.305623706586266,2,1,47,Basketball,0,39.72
24.56734895938157,1,Yes,4.3892462559930525,7,6,60,Baseball,4,53.04
32.172813043886904,41,No,9.209631679646723,4,9,60,Volleyball,1,78.76
35.97001227926259,7,No,4.8063229658529565,4,8,45,Soccer,2,70.5
24.95013537476931,40,No,10.76565490921637,16,18,27,Volleyball,4,57.82
0.22525250992214918,3,Yes,9.172733470322079,14,7,29,Swimming,0,0.0
7.4526710607413404,83,No,4.2305232084288455,7,4,31,Basketball,3,44.24
3.989048154134718,20,No,9.718218923476984,6,8,28,Football,4,38.67
14.5329790227604,32,No,10.896279578055688,16,7,26,Football,4,48.91
20.054039745349836,87,No,9.288968061297195,11,12,18,Soccer,0,90.28
1.7358871431424339,74,No,4.2441937274802575,3,19,26,Soccer,1,29.79
13.939119031826213,21,No,10.863356387683252,19,11,60,Wrestling,1,39.81
7.167186985012903,7,No,9.859711303472281,17,9,55,Soccer,3,36.0
25.882806650354958,71,No,7.027610499871874,3,11,43,Athletics,3,87.15
18.570894772973602,39,No,6.629042066524021,9,19,18,Wrestling,4,51.8
19.81270587735635,76,Yes,7.838561451259521,2,12,57,Baseball,4,78.69
17.107671521338442,44,No,10.936814007502967,4,2,24,Football,4,54.38
38.24078841946268,34,No,6.01647481495646,11,18,38,Football,1,74.73
8.58940500486253,45,No,4.807710489929609,4,11,57,Football,1,45.58
20.666570393754974,74,Yes,10.9170909836884,4,3,26,Baseball,2,62.16
29.440694734613437,90,No,4.2103187910457835,3,4,58,Soccer,2,68.07
22.2737765253825,4,No,11.287976177952515,5,2,21,Basketball,3,61.71
37.160835428672044,52,Yes,6.445961554411205,9,19,60,Basketball,1,84.96
15.118734225651366,3,Yes,8.065781613506141,5,1,27,Cheerleading,4,46.89
18.547032230927122,46,Yes,5.058364198017824,0,15,28,Basketball,2,62.32
3.540892608589137,88,No,11.218039755013482,15,6,37,Football,4,39.11
24.35996444207714,36,No,9.998689787075238,10,1,26,Cheerleading,0,51.9
11.528478737924242,93,No,11.393244692864274,5,8,33,Volleyball,1,77.16
